Business Name,Phone Number,Address,Website,Emails,Search Phrase Used,Profile Category
HOTEL URBAN JADE INDIRA NAGAR,072590 39941,"Geethanjali Layout, HAL 3rd Stage, Bhoomi Reddy Colony, New Tippasandra, Bengaluru, Karnataka 560075, India",https://urbanjade.in/,,Hotels in Indiranagar Bangalore,Customer
Olive Zip Domlur by Embassy Group,089042 31942,"303, 7th Cross Rd, Domlur I Stage, 1st Stage, Domlur, Bengaluru, Karnataka 560071, India",https://oliveliving.com/hotels/bengaluru/domlur,"elevates@3x.webp, info@oliveliving.com, new_respbanner@3x-scaled-1.webp, group-2@3x-4.webp",Hotels in Indiranagar Bangalore,Customer
Olive Zip Indiranagar Metro by Embassy Group,081058 12923,"332, Paramahansa Yogananda Rd, Indira Nagar II Stage, Hoysala Nagar, Indiranagar, Bengaluru, Karnataka 560038, India",https://oliveliving.com/hotels/bengaluru/indiranagar-metro,"elevates@3x.webp, info@oliveliving.com, new_respbanner@3x-scaled-1.webp, group-2@3x-4.webp",Hotels in Indiranagar Bangalore,Customer
UPAR Hotels Indiranagar,078248 24969,"No.614, 12th Main Rd, 7th Cross, HAL 2nd Stage, Indiranagar, Bengaluru, Karnataka 560008, India",https://uparhotels.com/hotel/upar-hotels-indiranagar,contact@uparhospitality.com,Hotels in Indiranagar Bangalore,Customer
Hotel Royal Orchid,080 4178 3000,"adjoining KGA Golf Course, 1, Golf Avenue, HAL Old Airport Rd, Domlur, Bengaluru, Karnataka 560071, India",https://regentarewards.com/hotel/hotel-royal-orchid-bengaluru,hello@regentarewards.com,Hotels in Indiranagar Bangalore,Customer
"jüSTa Indiranagar, Bangalore",080 4204 4040,"1st Cross Road, 796, 12th Main Rd, HAL 2nd Stage, Appareddipalya, Indiranagar, Bengaluru, Karnataka 560008, India",https://www.justahotels.com/justa-indiranagar-bangalore/,"book@justahotels.com, reservations-in.blr@justahotels.com",Hotels in Indiranagar Bangalore,Customer
Urban Suites,099458 39503,"4/1, Murphy Rd, Halasuru, Murphy Town, Bengaluru, Karnataka 560008, India",,,Hotels in Indiranagar Bangalore,Customer
"House of Stories Hostel - Indiranagar, Bangalore",093111 38783,"625, 11th Main Rd, Hal, HAL 2nd Stage, Indiranagar, Bengaluru, Karnataka 560008, India",https://www.houseofstorieshostel.com/,,Boutique Hotels in Indiranagar Bangalore,Customer
Hotel Noble Nook,098454 58516,"2494, 17th Main Rd, HAL 2nd Stage, Indiranagar, Bengaluru, Karnataka 560008, India",https://hotelnoblenook.bookmystay.io/?utm_source=gmb&utm_campaign=website_buttton,,Boutique Hotels in Indiranagar Bangalore,Customer
Sanctum Suites Indiranagar Bangalore,099028 31111,"1328, 13th Cross Rd, Stage 2, Indiranagar, Bengaluru, Karnataka 560008, India",https://www.thesanctumsuites.com/indiranagar-hotel/,reservations@thesanctumsuites.com,Boutique Hotels in Indiranagar Bangalore,Customer
Locul.Midtown - Indiranagar,080950 00980,"3001, 12th A Main Rd, HAL 2nd Stage, Indiranagar, Bengaluru, Karnataka 560008, India",https://locul.co.in/locul-midtown,,Boutique Hotels in Indiranagar Bangalore,Customer
VALKI EXPORTS PVT LTD,098805 11342,"Vysya Bank Colony, BTM Layout 2nd Stage, BTM Layout, Bengaluru, Karnataka 560076, India",http://www.valkiexports.com/,sales@valkiexports.com,Garment Manufacturers in Indiranagar Bangalore,Customer
LT Apparel Pvt. Ltd.,0212 502 6000,"872/D, 80 Feet Road, Indiranagar 202,203,204 Trinity Woods, Michael Palaya, New Tippasandra, Bengaluru, Karnataka 560075, India",http://www.ltapparel.com/,"Carhartt.kids@ltapparel.com, adidas.InsideSales@ltapparel.com, info@ltapparel.com",Garment Manufacturers in Indiranagar Bangalore,Customer
"Envie (Indiranagar, Bengaluru)",074002 72758,"No. 3155, 2nd Floor, Srinivasan Towers, HAL 2nd Stage, Defence Colony, Indiranagar, Bengaluru, Karnataka 560008, India",https://www.envie.co.in/,care@envie.co.in,Garment Manufacturers in Indiranagar Bangalore,Customer
BHAGVATHI Hi FASHION MENS SHIRTS Manufacturer Bangalore karnataka INDIA,099014 05623,"No. 633, 1st Floor & 2nd Floor, Circle, Old Taluk Cutchery Rd, near HDFC Bank, Basettypet, Huriopet, Chickpet, Bengaluru, Karnataka 560053, India",,,Garment Manufacturers in Indiranagar Bangalore,Customer
Amith Garment Services,098450 53517,"2nd 'c' Cross, 231, 7th Main Rd, Nagendra Block, Banashankari 1st Stage, Stage, Bengaluru, Karnataka 560050, India",http://www.amithgarmentservices.com/,"testing.textile@amithgarmentservices.com, textiletesting@amithgarmentservices.com",Garment Manufacturers in Indiranagar Bangalore,Customer
FASHIONS MULTIPLYY || Branded garments wholesalers in Bangalore,096327 83809,"No 54, SVP Arcade 3 rd, Lal Bagh Main Rd, next to passport office, floor, Sudhama Nagar, Bengaluru, Karnataka 560027, India",http://fashionsmultiplyy.com/,fashionsmultiplyy@gmail.com,Garment Manufacturers in Indiranagar Bangalore,Customer
Zoetex,099027 09518,"9/1, Bhanu Nursing Home Rd, NGR Layout, Roopena Agrahara, Bommanahalli, Bengaluru, Karnataka 560068, India",http://www.zoetex.com/,info@zoetex.com,Garment Manufacturers in Indiranagar Bangalore,Customer
ATLANTIC INTERNATIONAL,080 2212 7947,"G, 37/1B, 4th Cross Rd, Lal Bagh Road, K.S. Garden, Raja Ram Mohanroy Extension, Sudhama Nagar, Bengaluru, Karnataka 560027, India",http://www.atlanticintl.in/,atlanticintlblr@gmail.com,Garment Manufacturers in Indiranagar Bangalore,Customer
Uniform Nation,063644 04303,"17, 7th Main, Chinmaya Mission Hospital Rd, near Krishna Sweets, Indira Nagar II Stage, Hoysala Nagar, Indiranagar, Bengaluru, Karnataka 560038, India",https://www.uniformnation.in/,support@uniformnation.in,Garment Manufacturers in Indiranagar Bangalore,Customer
Indus Intex Private Limited (Factory),080 4122 9896,"Indus Intex Pvt Ltd, 86D2/A, 3rd Main Rd, Industrial Suburb, Yeswanthpur, Bengaluru, Karnataka 560022, India",https://indusintex.com/,"info@indus-tex.com, careers@indus-tex.com",Garment Manufacturers in Indiranagar Bangalore,Customer
ROOX SPORTS WEARS,070267 10713,"No 1, 9th Cross Rd, First Stage, Stage 1, Indiranagar, Bengaluru, Karnataka 560038, India",,,Garment Manufacturers in Indiranagar Bangalore,Customer
Hum India Clothing Indiranagar,099451 12324,"7/1, G.J Complex, 7/1, 100 Feet Rd, above Treat Restaurant, opposite TOIT PUB, Indira Nagar 1st Stage, Stage 1, Indiranagar, Bengaluru, Karnataka 560038, India",,,Garment Manufacturers in Indiranagar Bangalore,Customer
Maa Fabric Galleria,080 4132 0384,"3484, 14th Main Rd, HAL 2nd Stage, Indiranagar, Bengaluru, Karnataka 560038, India",,,Textile Shops in Indiranagar Bangalore,Customer
"Linen Club, Indira Nagar",080 4112 1392,"4031, 100 Feet Rd, opp. Barbeque nation, HAL 2nd Stage, Indiranagar, Bengaluru, Karnataka 560008, India",http://www.linenclub.com/,,Textile Shops in Indiranagar Bangalore,Customer
Cottonworld Indiranagar,080 3555 2685,"1079, Ground Floor, 12th Main Rd, HAL 2nd Stage, Appareddipalya, Indiranagar, Bengaluru, Karnataka 560008, India",https://cottonworld.net/,,Textile Shops in Indiranagar Bangalore,Customer
Suvasa,080 4850 5070,"#1137 RG Towers 13th Main Cross Opp Kotak Mahindra Bank, 100 Feet Road, HAL 2nd Stage, Indira Nagar, HAL 2nd Stage, Indiranagar, Bengaluru, Karnataka 560008, India",http://www.suvasa.in/,,Textile Shops in Indiranagar Bangalore,Customer
Fabrico,080 2528 7000,"1379/1, Left Hand side New Thippasandra Main Road, 8th Main Rd, near Ganesha Temple, Seethappa Colony, HAL 3rd Stage, Puttappa layout, New Tippasandra, Bengaluru, Karnataka 560075, India",,,Textile Shops in Indiranagar Bangalore,Customer
"Taneira Sarees (Indiranagar, Bengaluru)",089519 14621,"Shop No 283, 100 Feet Rd, opposite Cafe Cofee Day, Defence Colony, Indiranagar, Bengaluru, Karnataka 560038, India",https://stores.taneira.com/taneira/saree-store-in-bengaluru/saree-store-in-indiranagar/taneira-showroom-in-indiranagar-bengaluru--ec263fc1-52d8-44e0-bd36-4e4bc1fef0de/home,"taneira@titan.co.in, ecomsupport@titan.co.in",Textile Shops in Indiranagar Bangalore,Customer
"SAUNDH- Indira Nagar, Bangalore",088678 35188,"Ground Floor, No 1137, 13th Cross, 100 Feet Rd, HAL 2nd Stage, Indiranagar, Bengaluru, Karnataka 560008, India",https://saundh.com/,,Textile Shops in Indiranagar Bangalore,Customer
"Jaypore Store, Indiranagar",080 4375 9826,"590, 12th Main Rd, HAL 2nd Stage, Indiranagar, Bengaluru, Karnataka 560008, India",https://www.jaypore.com/,hello@jaypore.com,Textile Shops in Indiranagar Bangalore,Customer
THRIYA SILKS PVT LTD,096003 35577,"VR Manor, 274, 100 Feet Rd, Binnamangala, Stage 2, Indiranagar, Bengaluru, Karnataka 560038, India",http://www.thriyasilks.com/,"support@thriyasilks.com, sales@thriyasilks.com",Textile Shops in Indiranagar Bangalore,Customer
"Soch at Indiranagar, Bengaluru",080 4958 0284,"Building No 765, 2nd Stage 100th Feet Road, 12th Main Rd, HAL 2nd Stage, Appareddipalya, Indiranagar, Bengaluru, Karnataka 560008, India",https://stores.soch.com/soch-indiranagar-women-clothing-store-indiranagar-bengaluru-201392/Home?utm_source=locator&utm_medium=googleplaces,support@soch.com,Textile Shops in Indiranagar Bangalore,Customer
Manoranjan - The Fabric Store | Jayanagar,080 2654 5550,"27th A Cross, 9th Main Road, 4th Block Jaynagar, above Dharwad Mishra Peda, 4th T Block East, Jayanagar, Bengaluru, Karnataka 560011, India",https://www.instagram.com/manoranjan.thefabricstore,,Textile Shops in Indiranagar Bangalore,Customer
"Freedom Tree Home Store in Bengaluru - furniture, home furnishings, upholstery & curtains, home decor, ceramics, and lighting",096067 08787,"House no. 575, 9th A Main Rd, Stage 1, Indiranagar, Bengaluru, Karnataka 560038, India",https://freedomtree.in/?utm_source=Google_My_Business&utm_medium=Listing&utm_campaign=Bangalore-Store,"askft@freedomtreedesign.com, askFT@freedomtreedesign.com",Textile Shops in Indiranagar Bangalore,Customer
Sampradaya women’s couture,090195 74477,"505/2, Chinmaya Mission Hospital Rd, Indira Nagar 1st Stage, Stage 1, Indiranagar, Bengaluru, Karnataka 560038, India",https://www.sampradaya.store/,,Textile Shops in Indiranagar Bangalore,Customer
"Fabindia, 12th Main Road, Indiranagar",063669 75766,"House No, 969/A, 12th Main Rd, opposite ICICI Bank, HAL 2nd Stage, Doopanahalli, Indiranagar, Bengaluru, Karnataka 560008, India",http://www.fabindia.com/,,Textile Shops in Indiranagar Bangalore,Customer
"Suta - Indiranagar, Bangalore. Best Sarees & Blouse Shop",080 4568 1713,"1st Floor, 949, 12th Main Rd, off 100 Feet Road, opposite Araku Coffee, Sodepur, Appareddipalya, Indiranagar, Bengaluru, Karnataka 560008, India",http://www.suta.in/,"info@suta.in, abc@xyz.com, example@email.com",Textile Shops in Indiranagar Bangalore,Customer
Moriyo,094600 64592,"945, 11th Main Rd, Sodepur, Appareddipalya, Indiranagar, Bengaluru, Karnataka 560008, India",https://www.moriyodecor.com/,care@moriyodecor.com,Textile Shops in Indiranagar Bangalore,Customer
108 Bespoke,080888 01108,"383, opp. to Croma - Indiranagar, HAL 2nd Stage, Indiranagar, Bengaluru, Karnataka 560008, India",https://www.108bespoke.com/,108@108bespoke.com,Textile Shops in Indiranagar Bangalore,Customer
NEW LAXMI HARDWARE AND PLYWOOD,096329 00532,"35, Chinmaya Mission Hospital Rd, Halasuru, laksmipuram, Indiranagar, Bengaluru, Karnataka 560008, India",https://www.instagram.com/new_laxmi_hw?igsh=aGswY2R3NjgxdjF1,,Hardware Stores in Indiranagar Bangalore,Customer
Bharath Hardware center,080 2554 2390,"3, LBS layout, Indiranagar, Bengaluru, Karnataka 560008, India",,,Hardware Stores in Indiranagar Bangalore,Customer
R K BUILD TECH HARDWARE AND SANITARY,097387 42414,"Indira Nagar II Stage, Hoysala Nagar, Indiranagar, Bengaluru, Karnataka 560008, India",,,Hardware Stores in Indiranagar Bangalore,Customer
Royal Hardware Centre,089517 67696,"Metro Pillar Number 94, Lakshmipuram, Chinmaya Mission Hospital Rd, opposite burial ground 2, Halasuru, laksmipuram, Indiranagar, Bengaluru, Karnataka 560008, India",,,Hardware Stores in Indiranagar Bangalore,Customer
Meenakshi Hardware & Sheets Suppliers,080 2529 1570,"1064/A, New Thippasandra Main Rd, opposite Shakthi Ganapathi Temple, Seethappa Colony, HAL 3rd Stage, Bhoomi Reddy Colony, New Tippasandra, Bengaluru, Karnataka 560075, India",,,Hardware Stores in Indiranagar Bangalore,Customer
New HINDUSTAN hardware,094485 09832,"Palani Niwas, 36, Jogupalya Rd, Halasuru, Lingayana Palya, Jogupalya, Bengaluru, Karnataka 560008, India",,,Hardware Stores in Indiranagar Bangalore,Customer
Sri Shabari hardware,099866 01766,"Samruddhi Nilaya, 15th Main Rd, HAL 2nd Stage, Indiranagar, Bengaluru, Karnataka 560008, India",,,Hardware Stores in Indiranagar Bangalore,Customer
Bangalore Dor Tech Pvt. Ltd,080 4034 1500,"3rd Floor, Premiere Soho, 839/1, 100 Feet Rd, Binnamangala, H Colony, Indiranagar, Bengaluru, Karnataka 560038, India",https://www.dortech.co.in/,"bangalore@bangaloredortech.comm, bangalore@bangaloredortech.com",Hardware Stores in Indiranagar Bangalore,Customer
Sri Sai Hardware Glass & Plywoods | GODREJ LOCKS | GODREJ SAFES | HETTICH,096861 44899,"339/358, New Thippasandra Main Rd, opposite KHADIMS FOOTWEAR, Puttappa Colony, HAL 3rd Stage, New Tippasandra, Bengaluru, Karnataka 560075, India",https://nfc.dgtechsoln.com/sri-sai-hardware-glass-plywood/,srisai99hgp@gmail.com,Hardware Stores in Indiranagar Bangalore,Customer
Bangalore Hardware Supplies,099867 31911,"27, 14, RK Mutt Rd, Halasuru, Someshwarpura, Bengaluru, Karnataka 560008, India",,,Hardware Stores in Indiranagar Bangalore,Customer
MATAJI HARDWARE,099016 24071,"74, shop No.1, 538/1, New Thippasandra Main Rd, Hal, HAL 3rd Stage, New Tippasandra, Bengaluru, Karnataka 560075, India",,,Hardware Stores in Indiranagar Bangalore,Customer
Mahalaxmi Hardware & Sanitary,099720 32382,"25-44, G Main St, Halasuru, Udani Layout, Jogupalya, Bengaluru, Karnataka 560008, India",,,Hardware Stores in Indiranagar Bangalore,Customer
Shankara Buildpro,099008 51111,"#238-240 Ground Floor, 236, 13th Cross Rd, 2nd Stage, Indira Nagar II Stage, Hoysala Nagar, Indiranagar, Bengaluru, Karnataka 560038, India",https://buildpro.store/,"online@shankarabuildpro.com, customer@buildpro.store",Hardware Stores in Indiranagar Bangalore,Customer
M M Traders,093429 72438,"706 ground floor, Shop No, 2 Patel, 8th Main Rd, Seethappa Colony, HAL 3rd Stage, New Tippasandra, Bengaluru, Karnataka 560075, India",,,Hardware Stores in Indiranagar Bangalore,Customer
Kalu Hardware & Paints,078295 57035,"117, 3, Post, near Shri Anjaneya Swamy Temple, Nagavarapalya, C V Raman Nagar, Bengaluru, Karnataka 560093, India",,,Hardware Stores in Indiranagar Bangalore,Customer
Bharath Hardware,088843 20400,"Shop No. 55/1, Viveknagar Post, Ejipura Main Rd, Viveknagar Further Extension, Gowda Muniswamy Garden, Ejipura, Bengaluru, Karnataka 560047, India",,,Hardware Stores in Indiranagar Bangalore,Customer
Croma - Indiranagar,077958 38017,"No 767 & 767/1, 100 Feet Rd, HAL 2nd Stage, Appareddipalya, Indiranagar, Bengaluru, Karnataka 560008, India",https://store.croma.com/croma-indiranagar-electronics-retail-and-repair-shop-indiranagar-bengaluru-263536/Home?utm_source=locator&utm_medium=googleplaces,"sma439@croma.com, marathahalli-prbc.sm-a060@croma.com, Sma472@croma.com, phnxbglr-sm-a088@croma.com, sma452@croma.com, kormangala-23innerringrd.sm-a058@croma.com, jayanagar-sm-a113@croma.com, Sma561@croma.com, sma724@croma.com, Sma642@croma.com, indiranagar-purbaraag.sm-a045@croma.com, jpnagar-woodys.sm-a056@croma.com, kalyanalar-ssmanor.sm-a018@croma.com",Electronics Shops in Indiranagar Bangalore,Customer
Girias,090354 99255,"276, 100 Feet Rd, HAL 2nd Stage, Doopanahalli, Indiranagar, Bengaluru, Karnataka 560038, India",http://www.giriasindia.com/,info@giriasindia.com,Electronics Shops in Indiranagar Bangalore,Customer
LG Best Shop - Indiranagar - Videotronics,080 4115 2241,"153, 9th Cross Rd, Indira Nagar II Stage, Hoysala Nagar, Indiranagar, Bengaluru, Karnataka 560038, India",http://www.lgvideotronics.com/,,Electronics Shops in Indiranagar Bangalore,Customer
Reliance Digital,086920 06019,"No 768, Sri Krishna Mansion, 12th Main, 100 Feet Rd, HAL 2nd Stage, Appareddipalya, Indiranagar, Bengaluru, Karnataka 560008, India",https://www.reliancedigitalstores.in/reliance-digital-indiranagar-bnglr-electronics-retail-and-repair-shop-indiranagar-bengaluru-208584/Home?utm_source=locator&utm_medium=googleplaces,"rahul.kulkarni@ril.com, crm_ahm.8872_alphaone@zmail.ril.com, crm_kar.tml2_indiranagar@zmail.ril.com",Electronics Shops in Indiranagar Bangalore,Customer
Famous Electronics,080509 42414,"Manjunatha Complex, 198, Chinmaya Mission Hospital Rd, 2nd Stage, Indira Nagar II Stage, Hoysala Nagar, Indiranagar, Bengaluru, Karnataka 560038, India",,,Electronics Shops in Indiranagar Bangalore,Customer
Balaji Electrical and Electronics,086183 68926,"3092, Link Rd 4, near ESI Hospital, HAL 2nd Stage, Indiranagar, Bengaluru, Karnataka 560008, India",,,Electronics Shops in Indiranagar Bangalore,Customer
Mamta Electricals,099016 60088,"no.50, 1, Chinmaya Mission Hospital Rd, 2nd Stage, Stage 2, Eshwara Layout, Indiranagar, Bengaluru, Karnataka 560008, India",,,Electronics Shops in Indiranagar Bangalore,Customer
Sony Center - Arjay Retail,080 4211 6677,"268, 100Ft Road, 100, 7th Main Rd, opposite to GG hospital, HAL 2nd Stage, Motappapalya, Indiranagar, Bengaluru, Karnataka 560008, India",https://shopatsc.com/,"sellers@shopatSC.com, contactus@shopatsc.com",Electronics Shops in Indiranagar Bangalore,Customer
Balaji Electricals,077957 92767,"# C M H, 47, 11th A Cross Rd, Halasuru, laksmipuram, Indiranagar, Bengaluru, Karnataka 560008, India",,,Electronics Shops in Indiranagar Bangalore,Customer
Mahadev Telecom and Electronic,099864 81929,"Shri Krishna Temple Rd, Indira Nagar 1st Stage, Stage 1, Indiranagar, Bengaluru, Karnataka 560038, India",,,Electronics Shops in Indiranagar Bangalore,Customer
Sangeetha Gadgets -CMH Road,080 4446 4231,"12, Chinmaya Mission Hospital Rd, next to Citibank ATM, Stage 1, Indiranagar, Bengaluru, Karnataka 560038, India",https://stores.sangeethamobiles.com/sangeetha-gadgets-cmh-road-mobile-phone-shop-indira-nagar-bengaluru-323239/Home?utm_source=locator&utm_medium=googleplaces,,Electronics Shops in Indiranagar Bangalore,Customer
Samsung Experience Store Indiranagar,080 4205 9111,"514, next to ICICI Bank, Defence Colony, Indiranagar, Bengaluru, Karnataka 560038, India",https://www.samsungexclusivestores.in/samsung-experience-store-indiranagar-mobile-phone-shop-indiranagar-bengaluru-79021/Home,"marathalli@conceptsinc.biz, slrnwp2105@gmail.com, ojas.rmn@gmail.com, samsung.phoenixmall@gmail.com, slrstorekrp@gmail.com, innisfree.kmg@gmail.com, info@abmdelight.com, sales@samsungsmartcafe.com, pinnacle.enterprises.kor@gmail.com, samsungtcp@aaaretail.in, samsung.kmh@aaaretail.in, ncscmh@conceptsinc.biz, jinnanitimes@gmail.com",Electronics Shops in Indiranagar Bangalore,Customer
Sangeetha Gadgets - Indiranagar 100ft,080 4446 4234,"292/1, Chinmaya Mission Hospital Rd, Binnamangala, Stage 1, Indiranagar, Bengaluru, Karnataka 560038, India",https://stores.sangeethamobiles.com/sangeetha-gadgets-indiranagar-100ft-mobile-phone-shop-indiranagar-bengaluru-322169/Home?utm_source=locator&utm_medium=googleplaces,,Electronics Shops in Indiranagar Bangalore,Customer
MI experience center,074832 24043,"XJGR+88G, 100 Feet Rd, Binnamangala, Stage 3, Indiranagar, Bengaluru, Karnataka 560038, India",https://www.mi.com/in/,3af74c2d5d8b493f93abc405cb83371a@alisgp-sentry.d.xiaomi.net,Electronics Shops in Indiranagar Bangalore,Customer
Mobile World,081971 58074,"15/3, Indira Nagar Double Road, Stage 3, Paramahansa Yogananda Rd, Indiranager, Indiranagar, Bengaluru, Karnataka 560008, India",,,Electronics Shops in Indiranagar Bangalore,Customer
BHOLAS THE PHOTO STORE,076250 99992,"#319, Chinmaya Mission Hospital Rd, opposite HDFC BANK, Binnamangala, Stage 1, Indiranagar, Bengaluru, Karnataka 560038, India",https://bholasphoto.com/,,Electronics Shops in Indiranagar Bangalore,Customer
Dash Square Indiranagar,095133 73464,"4034, 100 Feet Rd, opposite Domlur Flyover, HAL 2nd Stage, Indiranagar, Bengaluru, Karnataka 560008, India",http://www.dashsquare.com/,,Furniture Stores in Indiranagar Bangalore,Customer
Royaloak Furniture CMH Road,079 4276 2653,"38, Chinmaya Mission Hospital Rd, HAL 2nd Stage, Hoysala Nagar, Indiranagar, Bengaluru, Karnataka 560038, India",https://stores.royaloakindia.com/royaloak-furniture-cmh-road-home-furniture-shop-indiranagar-bengaluru-427273/Home?utm_source=locator&utm_medium=googleplaces,"rnr@royaloakindia.com, bskr@royaloakindia.com, tnr@royaloakindia.com, bns@royaloakindia.com, bhsr@royaloakindia.com, wfd@royaloakindia.com, bok@royaloakindia.com, bng@royaloakindia.com, kmh@royaloakindia.com, krm@royaloakindia.com, cmh@royaloakindia.com",Furniture Stores in Indiranagar Bangalore,Customer
Taparo,063612 17979,"756, Shri Krishna Temple Rd, Kalyan Nagar, Indira Nagar 1st Stage, Stage 1, Indiranagar, Bengaluru, Karnataka 560038, India",https://taparo.in/,,Furniture Stores in Indiranagar Bangalore,Customer
furniture,081291 62228,"Second stage, Building 189, Link Rd 4, Stage 2, Stage 1, Indiranagar, Bengaluru, Karnataka 560008, India",https://homeworkliving.in/,,Furniture Stores in Indiranagar Bangalore,Customer
"Pepperfry Indiranagar - Multi Brand Furniture, Mattress & Home Furnishings Shop",080 4569 9554,"Gr Flr, 1200, 100 Feet Rd, HAL 2nd Stage, Doopanahalli, Indiranagar, Bengaluru, Karnataka 560008, India",https://www.pepperfry.com/stores/location/furniture-store-in-indiranagar.html?utm_source=locator&utm_medium=googleplaces,,Furniture Stores in Indiranagar Bangalore,Customer
The Furnishing Store,093333 11116,"314, 6th Main Rd, HAL 2nd Stage, Defence Colony, Indiranagar, Bengaluru, Karnataka 560038, India",,,Furniture Stores in Indiranagar Bangalore,Customer
Maharaja Furniture,097400 63919,"1206, 100 Feet Rd, HAL 2nd Stage, Doopanahalli, Indiranagar, Bengaluru, Karnataka 560008, India",https://maharajafurniture.com/,parvaze@maharajafurniture.com,Furniture Stores in Indiranagar Bangalore,Customer
Crafts Mill Bespoke Furniture Studio,080 4735 9456,"2989, 12th Main Rd, HAL 2nd Stage, Indiranagar, Bengaluru, Karnataka 560008, India",https://craftsmill.in/,,Furniture Stores in Indiranagar Bangalore,Customer
Floating Walls Furnishing Store – Indiranagar,095388 76949,"Shop No, 6, 100 Feet Rd, opposite Barbeque Nation, HAL 2nd Stage, Indiranagar, Bengaluru, Karnataka 560008, India",https://www.floatingwalls.in/pages/furnishing-shop-in-indiranagar/,,Furniture Stores in Indiranagar Bangalore,Customer
E-Studio,099450 11434,"First Floor, 1132, 100 Feet Rd, opposite Royal Enfield Showroom, HAL 2nd Stage, Indiranagar, Bengaluru, Karnataka 560008, India",https://estudio.shop/,,Furniture Stores in Indiranagar Bangalore,Customer
The Wishing Chair,080 4093 1683,"295, 100 Feet Rd, Binnamangala, Stage 1, Indiranagar, Bengaluru, Karnataka 560038, India",http://www.wishingchair.in/,,Furniture Stores in Indiranagar Bangalore,Customer
Home Centre,1800 212 7500,"No 367, 2, 100 Feet Rd, HAL 2nd Stage, Indiranagar, Bengaluru, Karnataka 560008, India",https://stores.homecentre.in/home-centre-home-furniture-shop-indiranagar-bengaluru-367428/Home?utm_source=locator&utm_medium=googleplaces,"blrmrt.hccm@landmarkgroup.in, blrmantri.hccm@landmarkgroup.in, blrvchc.hccm@landmarkgroup.in, balaguravaiah.m@landmarkgroup.in, blrindiranagar.hccm@landmarkgroup.in, blrfshc.hccm@landmarkgroup.in, blradarsh.hccm@landmarkgroup.in, blroasis.hccm@landmarkgroup.in",Furniture Stores in Indiranagar Bangalore,Customer
Modern furniture,063636 16276,"01 16th cross, Chinmaya Mission Hospital Rd, opp. to Metro Pillar No 94, laksmipuram, Indiranagar, Bengaluru, Karnataka 560008, India",,,Furniture Stores in Indiranagar Bangalore,Customer
Wood And Wicker,073495 82652,"317, 100 Feet Rd, Binnamangala, Hoysala Nagar, Indiranagar, Bengaluru, Karnataka 560038, India",,,Furniture Stores in Indiranagar Bangalore,Customer
LVNG Design Studio,089710 88555,"519, Chinmaya Mission Hospital Rd, Indira Nagar 1st Stage, Defence Colony, Indiranagar, Bengaluru, Karnataka 560038, India",http://www.lvng.co.in/,,Furniture Stores in Indiranagar Bangalore,Customer
Mahindra PPS Showroom Indiranagar Bangalore,063094 44480,"Elecon House, 850/7-2, 100 Feet Rd, Indira Nagar 1st Stage, H Colony, Indiranagar, Bengaluru, Karnataka 560038, India",https://ppsmahindra.com/,"crmservice.nag@ppsmahindra.com, dem@ppsmahindra.com",Auto Dealers in Indiranagar Bangalore,Customer
BIMAL AUTO AGENCY INDIA PVT. LTD. - Maruti,099723 98106,"6th Cross, off HAL Old Airport Road, HAL 2nd Stage, Post, Kodihalli, Bengaluru, Karnataka 560008, India",https://www.bimalmaruti.com/,"1.1@2x-300x200.webp, 4.1@2x.webp, 2.1@2x-255x170.webp, 6.1@2x.webp, 6.1@2x-255x170.webp, contactus@bimalmaruti.com, 2.1@2x-300x200.webp, 5.1@2x-300x200.webp, 2.1@2x.webp, 1.1@2x.webp, 3.1@2x.webp, 4.1@2x-255x170.webp, 5.1@2x-255x170.webp, 4.1@2x-300x200.webp, 3.1@2x-300x200.webp, 1.1@2x-255x170.webp, 3.1@2x-255x170.webp, 5.1@2x.webp, 6.1@2x-300x200.webp",Auto Dealers in Indiranagar Bangalore,Customer
Trident Trust - Certified Pre-Owned Cars Showroom - Whitefield,073537 50262,"111,124 & 124, Village, Kamadhenu Nagar, B Narayanapura, Whitefield, Bengaluru, Karnataka 560016, India",https://www.tridenttrust.in/?utm_source=gmb&utm_medium=organic&utm_campaign=whitefield_showroom&utm_term=website_link&utm_content=website_link,,Auto Dealers in Indiranagar Bangalore,Customer
Auto Car,087108 66552,"26, Watch Complex, Metro Pillar 82, Block, Oppt, Chinmaya Mission Hospital Rd, 2nd Stage, Binnamangala, Extension, Indiranagar, Bengaluru, Karnataka 560008, India",,,Auto Dealers in Indiranagar Bangalore,Customer
Trident - Hyundai Car Showroom - Indiranagar,080 4343 3111,"No.9, HAL Old Airport, Main, Road, next to Carlton Towers, HAL 2nd Stage, Kodihalli, Bengaluru, Karnataka 560008, India",https://tridenthyundai.com/?utm_source=gmb&utm_medium=organic&utm_campaign=gmb-listing-web-link&utm_term=trident+sankey+road+showroom+gmb+website+link,,Auto Dealers in Indiranagar Bangalore,Customer
RA CARS,079895 95590,"SHARIFE HOTEL, SHOP NO 54, BDA Complex, 38, Sector 6, Indiranagar, Bengaluru, Karnataka 560038, India",,,Auto Dealers in Indiranagar Bangalore,Customer
